Arrival Time	full	INorm(full)
(ms)	(arb. units)	(max)
43.165	-0.007	-0.008
43.212	-0.007	-0.008
43.260	-0.007	-0.008
43.308	-0.007	-0.008
43.356	-0.007	-0.008
43.403	-0.007	-0.008
43.451	-0.007	-0.008
43.499	-0.007	-0.008
43.546	-0.007	-0.008
43.594	-0.007	-0.008
43.642	-0.007	-0.008
43.689	-0.007	-0.008
43.737	-0.007	-0.008
43.785	-0.007	-0.008
43.833	-0.007	-0.008
43.880	-0.007	-0.008
43.928	-0.007	-0.008
43.976	-0.007	-0.008
44.023	-0.007	-0.008
44.071	-0.007	-0.008
44.119	-0.007	-0.008
44.166	-0.007	-0.008
44.214	-0.007	-0.008
44.262	-0.007	-0.008
44.310	-0.007	-0.008
44.357	-0.007	-0.008
44.405	-0.007	-0.008
44.453	-0.007	-0.008
44.500	-0.007	-0.008
44.548	-0.007	-0.008
44.596	-0.007	-0.008
44.643	-0.007	-0.008
44.691	-0.007	-0.008
44.739	-0.007	-0.008
44.786	-0.007	-0.008
44.834	-0.007	-0.008
44.882	-0.007	-0.008
44.930	-0.007	-0.008
44.977	-0.007	-0.008
45.025	-0.007	-0.008
45.073	-0.007	-0.008
45.120	-0.007	-0.008
45.168	-0.007	-0.008
45.216	-0.007	-0.008
45.263	-0.007	-0.008
45.311	-0.007	-0.008
45.359	-0.007	-0.008
45.407	-0.007	-0.008
45.454	-0.007	-0.008
45.502	-0.007	-0.008
45.550	-0.007	-0.008
45.597	-0.007	-0.008
45.645	-0.007	-0.008
45.693	-0.007	-0.008
45.740	-0.007	-0.008
45.788	-0.007	-0.008
45.836	-0.007	-0.008
45.883	-0.007	-0.008
45.931	-0.007	-0.008
45.979	-0.007	-0.008
46.027	-0.007	-0.008
46.074	-0.007	-0.008
46.122	-0.007	-0.008
46.170	-0.007	-0.008
46.217	-0.007	-0.008
46.265	-0.007	-0.008
46.313	-0.007	-0.008
46.360	-0.007	-0.008
46.408	-0.007	-0.008
46.456	-0.007	-0.008
46.504	-0.007	-0.008
46.551	-0.007	-0.008
46.599	-0.007	-0.008
46.647	-0.007	-0.008
46.694	-0.007	-0.008
46.742	-0.007	-0.008
46.790	-0.007	-0.008
46.837	-0.007	-0.008
46.885	-0.007	-0.008
46.933	-0.007	-0.008
46.980	-0.007	-0.008
47.028	-0.007	-0.008
47.076	-0.007	-0.008
47.124	-0.007	-0.008
47.171	-0.007	-0.008
47.219	-0.007	-0.008
47.267	-0.007	-0.008
47.314	-0.007	-0.008
47.362	-0.007	-0.008
47.410	-0.007	-0.008
47.457	-0.007	-0.008
47.505	-0.007	-0.008
47.553	-0.007	-0.008
47.601	-0.007	-0.008
47.648	-0.007	-0.008
47.696	-0.007	-0.008
47.744	-0.007	-0.008
47.791	-0.007	-0.008
47.839	-0.007	-0.008
47.887	-0.007	-0.008
47.934	-0.007	-0.008
47.982	-0.007	-0.008
48.030	-0.007	-0.008
48.077	-0.007	-0.008
48.125	-0.007	-0.008
48.173	-0.007	-0.008
48.221	-0.007	-0.008
48.268	-0.007	-0.008
48.316	-0.007	-0.008
48.364	-0.007	-0.008
48.411	-0.007	-0.008
48.459	-0.007	-0.008
48.507	-0.007	-0.008
48.554	-0.007	-0.008
48.602	-0.007	-0.008
48.650	-0.007	-0.008
48.698	-0.007	-0.008
48.745	-0.007	-0.008
48.793	-0.007	-0.008
48.841	-0.007	-0.008
48.888	-0.007	-0.008
48.936	-0.007	-0.008
48.984	-0.007	-0.008
49.031	-0.007	-0.008
49.079	-0.007	-0.008
49.127	-0.007	-0.008
49.174	-0.007	-0.008
49.222	-0.007	-0.008
49.270	-0.007	-0.008
49.318	-0.007	-0.008
49.365	-0.007	-0.008
49.413	-0.007	-0.008
49.461	-0.007	-0.008
49.508	-0.007	-0.008
49.556	-0.007	-0.008
49.604	-0.007	-0.008
49.651	-0.007	-0.008
49.699	-0.007	-0.008
49.747	-0.007	-0.008
49.795	-0.007	-0.008
49.842	-0.007	-0.008
49.890	-0.007	-0.008
49.938	-0.007	-0.008
49.985	-0.007	-0.008
50.033	-0.007	-0.008
50.081	-0.007	-0.008
50.128	-0.007	-0.008
50.176	-0.007	-0.008
50.224	-0.007	-0.008
50.271	-0.007	-0.008
50.319	-0.007	-0.008
50.367	-0.007	-0.008
50.415	-0.007	-0.008
50.462	-0.007	-0.008
50.510	-0.007	-0.008
50.558	-0.007	-0.008
50.605	-0.007	-0.008
50.653	-0.007	-0.008
50.701	-0.007	-0.008
50.748	-0.007	-0.008
50.796	-0.007	-0.008
50.844	-0.007	-0.008
50.892	-0.007	-0.008
50.939	-0.007	-0.008
50.987	-0.007	-0.008
51.035	-0.007	-0.008
51.082	-0.007	-0.008
51.130	-0.007	-0.008
51.178	-0.007	-0.008
51.225	-0.007	-0.008
51.273	-0.007	-0.008
51.321	-0.007	-0.008
51.369	-0.007	-0.008
51.416	-0.007	-0.008
51.464	-0.007	-0.008
51.512	-0.007	-0.008
51.559	-0.007	-0.008
51.607	-0.007	-0.008
51.655	-0.007	-0.008
51.702	-0.007	-0.008
51.750	-0.007	-0.008
51.798	-0.007	-0.008
51.845	-0.007	-0.008
51.893	-0.007	-0.008
51.941	-0.007	-0.008
51.989	-0.007	-0.008
52.036	-0.007	-0.008
52.084	-0.007	-0.008
52.132	-0.007	-0.008
52.179	-0.007	-0.008
52.227	-0.007	-0.008
52.275	-0.007	-0.008
52.322	-0.007	-0.008
52.370	-0.007	-0.008
52.418	-0.007	-0.008
52.466	-0.007	-0.008
52.513	-0.007	-0.008
52.561	-0.007	-0.008
52.609	-0.007	-0.008
52.656	-0.007	-0.008
52.704	-0.007	-0.008
52.752	-0.007	-0.008
52.799	-0.007	-0.008
52.847	-0.007	-0.008
52.895	-0.007	-0.008
52.942	-0.007	-0.008
52.990	-0.007	-0.008
53.038	-0.007	-0.008
53.086	-0.007	-0.008
53.133	-0.007	-0.008
53.181	-0.007	-0.008
53.229	-0.007	-0.008
53.276	-0.007	-0.008
53.324	-0.007	-0.008
53.372	-0.007	-0.008
53.419	-0.007	-0.008
53.467	-0.007	-0.008
53.515	-0.007	-0.008
53.563	-0.007	-0.008
53.610	-0.007	-0.008
53.658	-0.007	-0.008
53.706	-0.007	-0.008
53.753	-0.007	-0.008
53.801	-0.007	-0.008
53.849	-0.007	-0.008
53.896	-0.007	-0.008
53.944	-0.007	-0.008
53.992	-0.007	-0.008
54.039	-0.007	-0.008
54.087	-0.007	-0.008
54.135	-0.007	-0.008
54.183	-0.007	-0.008
54.230	-0.007	-0.008
54.278	-0.007	-0.008
54.326	-0.007	-0.008
54.373	-0.007	-0.008
54.421	-0.007	-0.008
54.469	-0.007	-0.008
54.516	-0.007	-0.008
54.564	-0.007	-0.008
54.612	-0.007	-0.008
54.660	-0.007	-0.008
54.707	-0.007	-0.008
54.755	-0.007	-0.008
54.803	-0.007	-0.008
54.850	-0.007	-0.008
54.898	-0.007	-0.008
