,Time,A,B,Z,E
0,0.0,1246540.3558911444,807774.1694813813,1.0160886490548482,-0.016088649054848213
1,943.0,1333362.7678201124,1003947.0990432259,0.9552657902011897,0.044734209798810216
2,1886.0,1237704.0233421454,886175.3496827361,0.9758411981273257,0.02415880187267424
3,2832.0,1191682.5200045581,818315.1359296343,0.992789583255568,0.007210416744431885
4,3773.0,1178522.3138819274,806215.3394686036,0.994321647187127,0.005678352812872838
5,4716.0,1160457.972923171,883902.0134347011,0.9505265199278754,0.04947348007212454
6,5660.0,8110.50717682226,7693.091406486881,0.8593779704528989,0.14062202954710123
7,6605.0,8461.789242677507,6563.616568473067,0.9430358162315154,0.056964183768484555
8,7547.0,8159.881746621191,7109.832293907556,0.89483951682458,0.1051604831754199
9,8493.0,8238.199912183702,7052.503898127784,0.9021879960442516,0.09781200395574839
10,9435.0,7494.750820645465,6738.426808717669,0.8817541708771806,0.11824582912281933
11,10381.0,7733.586951127215,6984.174800348294,0.8798961107908879,0.12010388920911207
12,11328.0,6516.8661082910785,7246.546646230656,0.7928752434244336,0.20712475657556642
13,12273.0,7497.877135832778,7644.050119965801,0.8291810300688475,0.17081896993115261
14,13222.0,7337.9877160750975,7712.525372071099,0.8164279578161687,0.18357204218383114
15,14166.0,7722.782405182342,7765.87147562272,0.8349343279700531,0.165065672029947
16,15108.0,6634.469239674827,7575.743809127754,0.7818038221164553,0.21819617788354456
17,16052.0,6709.429720043176,8210.896083364836,0.7530078352383762,0.24699216476162383
18,16995.0,7309.045665759109,8282.285980376373,0.7850000047053828,0.21499999529461727
19,17939.0,7218.149276838884,8306.494091705745,0.7785677685125016,0.22143223148749833
20,18879.0,7789.13859586443,8327.706090047068,0.8092852116065726,0.19071478839342748
21,19821.0,7477.563057621281,8753.693323760821,0.7714364230016991,0.22856357699830085
22,20764.0,7820.892982243999,9688.567799571501,0.7479555085914966,0.25204449140850343
23,21708.0,7202.008251761211,9219.138573971079,0.7344163283872255,0.26558367161277435
24,22652.0,6767.868144989226,8933.84752100174,0.7217669205447989,0.27823307945520115
25,23597.0,6646.939397439194,8491.815790261337,0.7352308927909904,0.26476910720900954
26,24542.0,6882.5593298788845,9114.628975428532,0.7204411329441247,0.2795588670558752
27,25482.0,6132.744858658193,7908.905921372046,0.731356158699786,0.26864384130021407
28,26427.0,6352.129920050854,9370.832817112008,0.6765146108870677,0.3234853891129323
29,27376.0,6564.938506815351,8845.389875953535,0.7133636287030343,0.2866363712969657
30,28319.0,6099.748942367308,9361.330190535758,0.6606392174040973,0.3393607825959027
31,29264.0,6467.768546024783,9716.114548355015,0.6692123252415356,0.3307876747584644
32,30205.0,6008.743803174843,9758.657618186106,0.6381396891747644,0.3618603108252355
33,31148.0,5494.625143948749,9425.29105937048,0.6166857013807132,0.3833142986192868
34,32093.0,5589.010906050109,10302.905831254486,0.5889126317738334,0.41108736822616665
35,33035.0,6104.009251017977,9850.678072165743,0.6406474169029129,0.35935258309708706
36,33979.0,5658.175264956172,10347.790574195398,0.5919522884019909,0.40804771159800907
37,34922.0,5468.0,9099.0,0.6285655565279458,0.37143444347205423
38,35865.0,5749.0,8815.0,0.6610036110538106,0.3389963889461895
39,36810.0,4977.923654255944,10128.071152797049,0.5518119409795352,0.4481880590204649
40,37753.0,5458.0,9125.0,0.6267276411185684,0.37327235888143157
41,38696.0,5294.93171517112,10512.931128784205,0.5608921969740739,0.4391078030259261
42,39639.0,5211.07355297,10647.194228777433,0.5502545593669154,0.4497454406330846
43,40585.0,6329.984126159285,9336.800771096234,0.6765734229763662,0.32342657702363387
44,41526.0,5934.749042461916,10531.57809377632,0.6035285418568508,0.39647145814314927
45,42469.0,5200.00443212426,10779.225908904742,0.5449291625026293,0.4550708374973706
46,43413.0,4957.600009113594,10465.88802465177,0.5382463293084828,0.46175367069151724
47,44358.0,4922.724651636574,11039.40249331788,0.5164246601628723,0.48357533983712764
48,45303.0,5595.835974888541,10016.620922253172,0.600186077983019,0.39981392201698085
49,46244.0,5090.0,9803.0,0.5723053245716514,0.4276946754283486
50,47181.0,4257.011674033467,10691.79641302064,0.4768595321442482,0.5231404678557517
51,48125.0,4985.097039248325,11428.153793187832,0.5085939664276948,0.4914060335723053
52,49070.0,4700.992575643791,12009.628011826127,0.4710740492009982,0.5289259507990017
53,50015.0,5058.498507448573,11341.996653158096,0.5164839848625825,0.48351601513741743
54,50961.0,4252.012724866691,11360.766723464498,0.4560437670924341,0.543956232907566
55,51904.0,5078.851645417839,11276.574400935899,0.5199910385889497,0.48000896141105026
56,52848.0,4416.0904368681495,11762.250135119764,0.4570841678801602,0.5429158321198398
57,53792.0,4929.245514181017,11588.438560654908,0.499716268351657,0.500283731648343
58,54734.0,4605.514290125802,11196.749234732692,0.48803506606718744,0.5119649339328126
59,55677.0,4677.908253001711,12278.149442278765,0.4619755677024829,0.5380244322975171
60,56626.0,4166.84567652165,11753.424750069418,0.4382774935730643,0.5617225064269358
61,57571.0,4612.119139618737,12374.912037203585,0.45464793952386595,0.5453520604761339
62,58513.0,4015.0945705467666,12060.797558858381,0.4182277921681759,0.5817722078318242
63,59457.0,4400.063844651985,12720.23852233855,0.43036777133272847,0.5696322286672716
64,60400.0,4088.4245970849515,12323.460698449016,0.4171475652893631,0.5828524347106369
65,61345.0,4217.029227127578,11608.756134662981,0.4462040762063316,0.5537959237936684
66,62286.0,3765.120488733049,12478.180931742658,0.38814747828365476,0.6118525217163453
67,63230.0,3611.4742535804376,11320.509756310748,0.40500389559306316,0.5949961044069367
68,64174.0,3948.455782214144,12492.634025429194,0.4021507387524294,0.5978492612475705
69,65116.0,4006.207443225266,12187.791168414496,0.4142585964900792,0.5857414035099209
70,66059.0,3867.927494832772,12455.5969273371,0.3967862234208701,0.60321377657913
71,67003.0,3818.0045749390383,12407.057929570023,0.39404176851661454,0.6059582314833855
72,67946.0,3378.9556827491865,13375.743389951722,0.3377054406293687,0.6622945593706313
73,68883.0,3460.7869027770016,12988.202517298758,0.35231232051411854,0.6476876794858815
74,69828.0,3781.896271199373,11930.090922562858,0.40306091842368136,0.5969390815763187
75,70770.0,3317.828131411771,13137.587000032365,0.33762705128908155,0.6623729487109183
76,71713.0,3271.5663428454336,12911.435298209288,0.3385235192498994,0.6614764807501007
77,72656.0,3478.2643302762385,13064.157018652815,0.35209162774433445,0.6479083722556654
78,73606.0,4046.9634955778706,12700.608862965604,0.4046407507651221,0.5953592492348778
79,74549.0,4116.254273527906,13428.239663192515,0.39287422974466407,0.607125770255336
80,75493.0,3295.2295920616184,13455.827763094792,0.32940914139684097,0.670590858603159
81,83328.0,3271.610266546783,13181.493859595848,0.3329706161819336,0.6670293838180665
82,84275.0,3267.3058436308834,13796.85826845075,0.32062469101966024,0.6793753089803397
83,85218.0,3115.8635243518406,13102.610083016554,0.3217070975238823,0.6782929024761177
84,86163.0,3077.7086388766697,13416.092456240029,0.31246324901702877,0.6875367509829713
85,87108.0,2965.8522208052973,14562.195976539027,0.2833401650785917,0.7166598349214083
86,239140.0,64.49986618991572,2368.2038354924093,0.04439783484500319,0.9556021651549967
